COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,TOX_V_15_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SST,TURBIEDAD,AS_TOT,CD_TOT,CR_TOT,HG_TOT,NI_TOT,PB_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CLORUROS_TOT,TIPO_CUERPO_AGUA
430.0,930.0,90.0,2.598,2.387,2.0,2.0,28.93,48.57,0.041,0.005,0.612,0.21,0.863,0.251,1.0,1.0,0.408,0.39,5.0,0.102,208.64000000000001,326.0,8.0,42.1,3.7,14.0,7.8,0.0015,0.001301,0.0688,0.0002013,0.00588,0.00154,168.3,26.0,22.0,,LÓTICO
30.0,40.0,30.0,3.708,2.555,2.0,2.0,23.93,32.14,0.066,0.005,4.886,0.124,5.076,0.19,1.0,1.0,0.368,0.316,20.0,0.063,270.08,422.0,8.0,39.7,3.6,10.0,3.64,0.0015,0.001301,0.04202,0.0002013,0.00241,0.00154,232.0,27.0,28.0,,LÓTICO
2400.0,,2400.0,4.576,,,2.34,,18.86,0.0035,0.025,2.993,0.223,3.2409999999999997,0.223,1.0,1.0,0.446,0.407,20.0,,320.64,501.0,7.4,92.9,7.84,22.0,4.34,0.0015,0.001301,0.01073,0.0002013,0.01574,0.00154,176.0,33.0,30.2,,LÓTICO
3.0,3.0,3.0,1.8,1.78,2.0,4.857,15.1,17.6,1.176,0.005,0.291,16.624000000000002,18.091,17.8,1.0,1.0,0.088,0.268,5.0,0.009,134.4,210.0,7.8,79.5,4.85,16.0,7.45,0.0015,0.007,0.0012,0.0002013,0.00042,0.00154,96.04,25.0,25.0,,LÓTICO
3.0,3.0,3.0,2.66,2.5,2.0,4.333,10.0,11.15,0.52,0.005,0.13,0.8999999999999999,1.5499999999999998,1.42,1.0,1.0,0.035,0.106,5.0,0.009,275.13599999999997,429.9,8.02,105.9,8.56,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,123.48,28.0,25.01,,LÓTICO
2400.0,2400.0,150.0,6.598,4.48,2.0,2.0,11.65,33.65,4.606,0.013,0.081,2.723,7.423,7.329,1.0,1.0,0.083,0.255,5.0,0.009,2922.88,4567.0,7.99,86.5,7.57,10.0,3.8,0.007,0.011,0.0012,0.0002013,0.221,0.00154,76.0,21.0,21.3,,LÓTICO
28.0,64.0,28.0,1.905,1.269,2.0,4.428,10.0,10.0,0.0035,0.035,0.34,0.0,0.375,0.0035,1.0,1.0,0.082,0.081,5.0,0.009,1194.688,1866.7,7.88,87.8,7.52,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,282.0,23.6,22.44,,LÓTICO
9.0,14.0,4.0,4.206,2.63,2.0,2.0,12.4,32.0,0.02,0.023,0.144,0.466,0.653,0.48600000000000004,,1.0,1.072,0.0015,5.0,0.163,19974.72,24968.4,7.01,95.4,6.76,10.0,3.34,0.0015,0.001301,0.0012,0.0002013,0.00153,0.00154,150.0,23.6,24.7,,LÓTICO
110.0,110.0,110.0,3.123,2.726,2.625,3.667,12.0,16.8,0.358,0.04,0.34,0.0,0.738,0.358,1.0,1.0,0.061,0.162,20.0,0.03,205.44,321.0,7.91,76.3,4.77,14.0,7.67,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,128.0,29.1,30.16,,LÓTICO
2400.0,2400.0,460.0,2.661,2.438,3.88,5.17,15.0,27.0,0.032,0.005,0.901,0.0,0.933,0.032,1.0,1.0,0.106,0.0015,40.0,0.136,136.32,213.0,7.81,78.4,6.9,40.0,22.4,0.0015,0.001301,0.0012,0.0002013,0.007,0.00154,115.0,24.4,24.0,,LÓTICO
140.0,150.0,110.0,3.617,2.89,2.56,4.67,20.0,36.0,0.063,0.022,1.493,1.064,2.6420000000000003,1.127,1.0,1.0,0.338,0.166,200.0,0.089,168.96,264.0,7.53,78.0,6.7,295.0,189.0,0.006,0.001301,0.009,0.0002013,0.004,0.02,200.0,29.4,26.1,,LÓTICO
3.0,3.0,3.0,3.732,1.948,2.0,2.571,23.294,56.824,0.0035,0.021,0.671,0.56,1.2520000000000002,0.56,1.0,1.0,0.115,0.117,40.0,0.051,192.0,300.0,7.02,64.2,5.6,45.0,24.4,0.0015,0.001301,0.006,0.0002013,0.00042,0.005,54.0,26.1,25.5,,LÓTICO
2100.0,24000.0,1500.0,2.273,1.838,9.67,14.0,18.89,33.33,0.148,0.005,0.067,0.672,0.887,0.8200000000000001,1.0,1.0,0.058,0.053,10.0,0.047,481.92,753.0,7.7,64.0,6.28,10.0,5.76,0.0015,0.001301,0.0012,0.0007,0.0015,0.00154,174.24,27.0,26.5,,LÓTICO
930.0,1500.0,640.0,5.22,2.103,4.0,6.2,26.11,37.78,0.137,0.005,0.643,0.0,0.78,0.137,1.0,1.0,0.085,0.073,5.0,0.071,313.6,490.0,8.0,66.0,5.9,10.0,2.88,0.0015,0.001301,0.0065,0.0002013,0.0109,0.0155,178.2,26.4,29.1,,LÓTICO
2100.0,2400.0,750.0,2.235,1.994,3.1,4.1,10.0,17.12,0.0035,0.005,0.042,0.306,0.348,0.306,1.0,1.0,0.177,0.149,5.0,0.083,220.16,344.0,8.0,57.0,5.4,18.0,11.1,0.0062,0.001301,0.0062,0.0002013,0.0125,0.0153,123.0,28.2,28.8,,LÓTICO
230.0,640.0,150.0,4.458,3.364,5.4,12.5,12.5,25.96,,,,,,,1.0,1.0,0.175,0.175,10.0,0.133,294.40000000000003,460.0,7.6,51.0,4.8,10.0,5.35,0.0015,0.001301,0.0012,0.0002013,0.0035,0.00154,110.0,26.6,26.2,,LÓTICO
24000.0,24000.0,4600.0,6.189,4.62,4.8,6.5,12.81,34.73,0.0035,0.005,0.031,0.0,0.0035,0.0035,1.0,1.0,0.071,0.052,10.0,0.112,139.52,218.0,7.8,56.0,5.3,45.0,30.9,0.0015,0.001301,0.0054,0.0002013,0.0066,0.0101,85.1,28.8,27.8,,LÓTICO
24000.0,24000.0,4600.0,10.642,0.524,2.0,2.0,15.15,20.15,0.077,0.005,0.031,0.0,0.077,0.077,1.0,1.0,2.584,0.22,20.0,0.115,170.24,266.0,7.9,57.0,5.0,52.0,30.2,0.0015,0.001301,0.0012,0.0002013,0.0016,0.00154,71.3,26.8,24.6,,LÓTICO
4600.0,11000.0,2100.0,1.286,1.15,2.0,2.0,27.46,36.31,0.527,0.005,0.082,0.359,0.968,0.886,1.0,1.0,0.207,0.181,5.0,0.046,597.76,934.0,8.1,52.0,3.7,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.0017,0.00154,268.0,24.8,22.0,,LÓTICO
24000.0,24000.0,11000.0,0.754,0.708,2.0,2.0,18.08,24.61,0.038,0.005,0.081,0.274,0.393,0.312,1.0,1.0,0.065,0.052,5.0,0.052,222.72,348.0,7.6,67.0,5.15,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.0022,0.00154,144.0,26.7,25.5,,LÓTICO
24000.0,24000.0,11000.0,2.672,2.471,2.0,2.0,10.77,17.69,0.266,0.005,0.178,0.478,0.9219999999999999,0.744,1.0,1.0,0.1,0.098,5.0,0.074,327.68,512.0,7.7,64.5,5.12,10.0,6.11,0.0015,0.001301,0.0012,0.0002013,0.0036,0.00154,156.0,32.4,30.1,,LÓTICO
24000.0,24000.0,11000.0,1.708,1.589,2.0,2.0,10.0,19.44,0.109,0.026,0.444,0.02,0.579,0.109,1.0,1.0,0.138,0.075,100.0,0.287,84.864,132.6,7.7,56.8,4.5,76.0,78.4,0.0015,0.001301,0.0096,0.0002013,0.0085,0.00154,78.0,32.3,27.0,,LÓTICO
24000.0,24000.0,11000.0,1.378,1.13,2.0,2.0,16.43,32.14,0.0035,0.005,0.049,0.02,0.049,0.02,1.0,1.0,0.081,0.058,20.0,0.064,127.552,199.3,7.6,74.5,5.85,10.0,6.98,0.0015,0.001301,0.0012,0.0002013,0.0032,0.00154,102.0,31.5,27.3,,LÓTICO
24000.0,24000.0,11000.0,1.145,0.939,2.0,2.0,13.57,26.43,0.036,0.005,0.221,0.785,1.042,0.8210000000000001,1.0,1.0,0.155,0.144,50.0,0.105,91.712,143.3,7.6,54.9,4.52,200.0,111.0,0.0015,0.001301,0.0235,0.0002013,0.0103,0.0055,78.0,30.9,29.1,,LÓTICO
24000.0,24000.0,110.0,2.338,1.889,2.0,2.0,10.0,20.27,0.021,0.005,0.031,0.375,0.396,0.396,1.0,1.0,1.191,0.93,5.0,0.058,172.8,270.0,7.5,64.1,5.14,10.0,3.46,0.0015,0.001301,0.0084,0.0002013,0.0074,0.0131,160.0,21.8,21.9,,LÓTICO
930.0,930.0,30.0,6.49,2.547,2.0,2.0,57.57,67.93,0.0035,0.005,0.043,0.952,0.995,0.952,1.0,1.0,0.096,0.08,5.0,0.073,187.77599999999998,293.4,7.4,43.4,3.51,10.0,2.55,0.0015,0.001301,0.0012,0.0002013,0.0056,0.0098,128.0,30.9,27.8,,LÓTICO
210.0,210.0,70.0,0.103,0.103,2.0,2.0,17.35,21.58,0.121,0.005,0.031,0.366,0.487,0.487,1.0,1.0,0.087,0.079,5.0,0.056,315.52,493.0,7.4,48.9,3.54,10.0,5.15,0.0015,0.001301,0.0012,0.0002013,0.0055,0.00154,150.0,33.1,29.9,,LÓTICO
2400.0,4600.0,930.0,1.852,1.285,2.0,2.0,25.09,38.27,0.0035,0.005,0.89,0.02,0.89,0.02,1.0,1.0,0.123,0.063,20.0,0.054,129.728,202.7,7.5,54.6,4.19,14.0,14.8,0.0015,0.001301,0.0012,0.0002013,0.00316,0.00154,98.0,33.8,29.3,,LÓTICO
90.0,280.0,90.0,2.486,1.692,2.0,2.0,17.82,40.09,0.0035,0.029,0.51,0.396,0.935,0.396,1.0,1.0,0.227,0.088,40.0,0.105,150.08,234.5,7.6,50.4,4.01,24.0,16.4,0.0015,0.001301,0.0012,0.0002013,0.0057,0.00154,100.0,32.6,27.3,,LÓTICO
11000.0,24000.0,4600.0,2.614,1.143,2.0,2.0,47.88,52.88,0.042,0.005,0.684,0.697,1.423,0.739,1.0,1.51,0.049,0.014,10.0,0.055,175.36,274.0,7.9,69.2,5.45,12.0,7.17,0.0015,0.001301,0.01091,0.0002013,0.00463,0.00154,96.0,29.8,25.1,,LÓTICO
11000.0,11000.0,2100.0,7.482,1.382,2.0,2.0,10.0,19.13,0.11,0.005,2.728,0.564,3.402,0.6739999999999999,1.0,1.0,0.372,0.12,20.0,0.04,242.56,379.0,7.5,61.2,5.5,10.0,3.15,0.0015,0.001301,0.0012,0.0002013,0.00435,0.00154,176.0,27.6,25.6,,LÓTICO
90.0,430.0,30.0,2.031,1.409,2.0,2.0,16.39,28.97,0.241,0.005,1.269,0.765,2.275,1.006,1.0,1.0,0.068,0.033,20.0,0.02,432.64,676.0,7.8,55.0,5.1,10.0,2.53,0.0015,0.001301,0.0012,0.0002013,0.00228,0.00154,246.0,27.6,28.1,,LÓTICO
1500.0,4600.0,750.0,21.728,5.113,2.0,,23.16,36.71,0.349,0.005,1.376,0.089,1.8139999999999998,0.43799999999999994,1.0,1.0,0.077,0.073,30.0,0.095,144.0,225.0,7.7,48.0,4.2,21.0,12.8,0.0015,0.001301,0.0012,0.0002013,0.00384,0.00154,132.0,32.4,28.6,,LÓTICO
4600.0,11000.0,2100.0,6.436,5.558,2.0,4.09,10.0,18.61,1.591,0.005,0.265,0.353,2.2089999999999996,1.944,1.0,1.0,0.864,0.784,50.0,0.048,235.52,368.0,8.4,53.8,4.96,12.0,7.8,0.0015,0.001301,0.0012,0.0002013,0.00927,0.00154,140.0,26.3,25.5,,LÓTICO
24000.0,24000.0,24000.0,3.638,2.476,2.0,4.67,31.38,37.31,0.0035,0.005,0.911,0.0,0.911,0.0035,1.0,1.0,0.126,0.034,80.0,0.144,67.84,106.0,8.2,49.7,4.6,405.08,256.0,0.0015,0.001301,0.01591,0.0002013,0.00961,0.00544,58.0,28.9,23.0,,LÓTICO
24000.0,24000.0,24000.0,3.296,2.907,2.0,8.0,12.94,62.63,1.436,0.005,1.122,0.9213,3.4793,2.3573,1.0,1.0,0.436,0.334,100.0,0.101,76.8,120.0,8.0,68.8,6.13,495.56,313.0,0.0015,0.001301,0.01119,0.0002013,0.0117,0.00154,66.0,26.9,23.1,,LÓTICO
2400.0,4600.0,430.0,2.849,2.549,2.0,2.0,10.0,10.43,0.035,0.005,1.211,0.014,1.26,0.049,1.0,1.0,0.156,0.104,10.0,0.038,486.40000000000003,760.0,7.3,89.8,7.49,10.0,3.01,0.0015,0.001301,0.01074,0.0002013,0.00414,0.00154,216.0,25.5,22.9,,LÓTICO
30.0,40.0,30.0,1.674,1.338,2.0,2.67,10.0,31.66,0.036,0.005,0.887,0.078,1.0010000000000001,0.11399999999999999,1.0,1.0,0.258,0.024,5.0,0.023,587.52,918.0,7.3,94.9,7.59,10.0,2.86,0.0015,0.001301,0.01169,0.0002013,0.00548,0.00904,194.0,32.1,26.4,,LÓTICO
2400.0,4600.0,230.0,2.149,1.812,2.0,2.0,36.14,39.93,0.111,0.005,0.161,0.005,0.277,0.116,1.0,1.0,0.104,0.02,5.0,0.023,919.6800000000001,1437.0,7.4,88.2,7.11,10.0,2.5,0.0015,0.001301,0.01457,0.0002013,0.00384,0.00154,302.0,27.2,28.2,,LÓTICO
4600.0,24000.0,4600.0,2.829,2.663,4.81,6.8,10.62,19.24,0.249,0.013,1.133,0.172,1.567,0.421,1.0,1.0,0.088,0.068,10.0,0.065,183.04,286.0,7.2,77.4,6.24,30.0,21.2,0.0015,0.001301,0.21755,0.0002013,0.00364,0.00154,128.0,27.4,27.1,,LÓTICO
230.0,430.0,150.0,1.856,1.622,2.0,2.0,10.71,17.5,0.0035,0.005,1.036,0.175,1.211,0.175,1.0,1.0,0.0014,0.0015,20.0,0.052,317.44,496.0,7.7,55.6,4.7,20.0,15.3,0.0015,0.001301,0.01019,0.0002013,0.00691,0.00154,93.84,26.0,21.7,,LÓTICO
930.0,2400.0,430.0,1.678,1.373,2.0,2.0,31.43,78.57,0.022,0.005,0.042,0.347,0.411,0.369,1.0,1.0,0.066,0.065,5.0,0.086,168.96,264.0,8.1,55.6,4.72,10.0,3.3,0.0015,0.001301,0.02161,0.0002013,0.00317,0.00154,118.8,25.0,22.0,,LÓTICO
430.0,24000.0,280.0,26.938,19.38,2.0,2.0,27.5,93.57,0.074,0.005,0.69,0.02,0.7839999999999999,0.094,1.0,1.0,0.032,0.029,10.0,0.048,880.64,1376.0,8.2,42.7,3.96,10.0,3.17,0.0015,0.001301,0.00752,0.0002013,0.00197,0.00154,290.0,24.0,22.0,,LÓTICO
2400.0,,2400.0,6.633,,,2.33,,25.29,0.0035,0.058,0.823,0.24,1.121,0.24,1.0,1.0,0.201,0.047,40.0,,135.04,211.0,7.3,77.9,6.25,93.0,61.7,0.0015,0.001301,0.03555,0.0002013,0.00819,0.00154,106.0,29.0,26.3,,LÓTICO
24000.0,,24000.0,,,,2.0,,36.21,,,,,,,1.0,1.0,,,,,197.12,308.0,7.7,55.0,5.0,11.0,,,,,,,,,29.0,27.0,,LÓTICO
11000.0,24000.0,210.0,18.069,9.605,20.0,182.22,188.62,257.59,8.145,0.005,0.067,6.606,14.818,14.751,1.0,1.0,2.753,1.73,40.0,0.177,1100.16,1719.0,7.7,10.0,1.0,529.41,424.0,0.0015,0.001301,0.0234,0.0002013,0.0102,0.0419,334.0,28.8,31.9,,LÓTICO
4600.0,24000.0,750.0,30.351,16.462,6.0,36.67,24.65,70.81,8.44,0.005,0.12,3.11,11.669999999999998,11.549999999999999,1.0,1.0,1.901,1.879,50.0,0.159,644.48,1007.0,6.8,13.2,1.16,39.22,33.8,0.0015,0.001301,0.0012,0.0002013,0.0034,0.0071,276.0,31.4,33.2,,LÓTICO
24000.0,24000.0,4600.0,39.287,22.42,42.22,68.89,61.0,142.82,16.538,0.005,0.031,13.1,29.637999999999998,29.637999999999998,1.0,2.18,3.093,1.965,100.0,0.202,696.96,1089.0,7.3,10.0,1.0,46.03,62.5,0.007,0.001301,0.0012,0.0002013,0.00631,0.00154,250.75,31.8,31.6,,LÓTICO
24000.0,24000.0,2400.0,23.152,16.661,14.33,33.33,43.27,148.46,8.683,0.005,0.234,40.728,49.645,49.411,1.0,2.83,1.651,1.253,100.0,0.199,601.6,940.0,7.7,18.2,1.11,10.0,40.5,0.0015,0.001301,0.00564,0.0002013,0.00515,0.00154,272.0,33.0,34.5,,LÓTICO
24000.0,24000.0,4600.0,82.137,8.568,61.11,120.0,140.19,314.06,20.081,0.349,0.655,3.126,24.211000000000002,23.207,1.98,4.51,5.438,1.702,150.0,0.215,795.52,1243.0,7.5,18.2,1.12,67.27,91.0,0.0057,0.001301,0.00798,0.00065,0.00485,0.04536,246.0,32.7,20.1,,LÓTICO
24000.0,24000.0,24000.0,65.915,56.255,86.67,145.0,154.17,274.17,3.37,0.005,0.129,3.481,6.98,6.851,1.07,4.88,3.086,2.32,150.0,0.418,794.88,1242.0,,16.2,1.22,50.69,74.0,0.006,0.001301,0.0012,0.0002013,0.00504,0.00154,238.0,27.8,30.4,,LÓTICO
24000.0,24000.0,24000.0,22.767,8.186,9.0,29.0,35.13,95.47,11.294,0.005,0.685,12.363,24.342,23.657,1.0,2.31,2.437,1.773,60.0,0.195,602.24,941.0,7.6,21.2,1.7,16.0,19.9,0.0015,0.001301,0.0012,0.0002013,0.00409,0.00154,316.0,28.0,26.6,,LÓTICO
24000.0,24000.0,11000.0,13.687,9.016,9.33,26.67,37.35,105.42,1.864,0.005,0.556,1.4,3.82,3.2640000000000002,1.0,1.0,1.148,1.112,60.0,0.135,490.24,766.0,7.9,28.0,2.3,33.0,10.9,0.0015,0.001301,0.0012,0.0002013,0.00367,0.00154,218.0,35.9,33.2,,LÓTICO
1500.0,2100.0,930.0,19.254,16.556,5.82,10.67,37.18,134.68,5.069,0.005,0.031,4.324,9.393,9.393,1.0,1.0,1.498,1.184,60.0,0.25,483.84000000000003,756.0,7.4,10.0,1.0,10.0,5.58,0.0015,0.001301,0.00858,0.0002013,0.00394,0.00154,304.0,26.8,27.0,,LÓTICO
24000.0,24000.0,24000.0,31.795,17.057,26.0,56.0,131.46,208.74,12.217,0.005,0.031,2.338,14.555,14.555,1.0,1.58,2.761,1.795,42.6,0.779,631.6800000000001,987.0,7.5,16.3,1.36,64.0,42.6,0.0015,0.001301,0.01973,0.0002013,0.00833,0.0396,248.0,29.9,31.5,,LÓTICO
24000.0,24000.0,24000.0,54.034,32.567,40.0,83.33,127.63,234.55,11.977,0.005,0.031,0.293,12.27,12.27,1.0,2.31,2.895,2.695,150.0,0.223,713.6,1115.0,7.8,11.2,1.03,50.0,46.7,0.0052,0.001301,0.00751,0.0002013,0.00514,0.00154,222.0,27.6,33.2,,LÓTICO
24000.0,24000.0,24000.0,81.969,66.999,,106.67,87.0,395.84,35.424,0.005,0.031,2.907,38.331,38.331,1.0,2.86,3.361,2.313,80.0,0.242,648.96,1014.0,7.5,11.1,1.02,59.62,60.0,0.0069,0.001301,0.10203,0.0008,0.0042,0.00154,810.0,25.6,27.2,,LÓTICO
24000.0,24000.0,24000.0,157.776,40.588,86.67,175.0,183.46,413.76,13.739,0.005,0.031,2.071,15.81,15.81,1.26,41.67,4.308,3.466,100.0,0.299,733.44,1146.0,7.7,10.0,1.0,96.55,88.5,0.0067,0.001301,0.01356,0.00102,0.00523,0.00154,256.0,27.9,26.2,,LÓTICO
24000.0,24000.0,24000.0,62.252,28.172,76.67,145.0,207.7,410.73,13.013,0.005,0.031,0.069,13.082,13.082,1.22,45.52,10.005,9.74,80.0,0.415,760.32,1188.0,7.7,10.0,1.0,76.36,64.6,0.0083,0.001301,0.01077,0.0002013,0.00623,0.00692,268.0,31.6,29.7,,LÓTICO
24000.0,24000.0,24000.0,14.418,6.54,9.67,18.33,111.31,234.3,6.476,0.005,0.031,0.819,7.295,7.295,1.0,4.5,2.745,1.157,40.0,0.062,718.08,1122.0,7.5,10.0,1.0,10.0,9.33,0.0015,0.001301,0.00988,0.0002013,0.00472,0.00154,284.0,32.6,31.6,,LÓTICO
24000.0,24000.0,24000.0,8.348,4.841,10.53,13.73,56.14,71.31,0.986,0.028,0.426,0.333,1.773,1.319,1.0,1.0,0.907,0.768,10.0,0.149,71.04,111.0,7.2,76.1,6.16,41.0,20.4,0.0015,0.001301,0.01201,0.0002013,0.00519,0.00154,78.0,28.1,26.0,,LÓTICO
24000.0,24000.0,24000.0,9.22,5.488,3.43,13.0,76.78,86.43,4.566,0.005,0.062,3.17,7.798,7.736,1.0,1.0,0.294,0.196,30.0,0.115,906.24,1416.0,8.3,16.7,1.12,29.0,19.8,0.0077,0.001301,0.0205,0.0002013,0.01727,0.00809,290.46,24.0,27.0,,LÓTICO
40.0,200.0,40.0,20.098,14.22,28.22,53.1,82.86,125.71,7.389,0.005,0.031,14.041,21.43,21.43,1.0,1.0,2.043,0.777,30.0,0.15,499.2,780.0,7.8,22.6,1.7,51.85,33.2,0.0059,0.001301,0.04434,0.0002013,0.01182,0.00154,206.0,22.0,25.0,,LÓTICO
70.0,24000.0,40.0,54.055,32.975,21.85,43.7,41.07,58.93,4.187,0.005,0.031,1.189,5.376,5.376,1.0,1.0,0.839,0.286,40.0,1.448,497.92,778.0,7.7,20.7,1.96,26.0,16.2,0.0015,0.001301,0.0084,0.0002013,0.00438,0.00154,330.0,24.0,26.0,,LÓTICO
2400.0,,2400.0,45.726,,,58.0,,172.75,14.834,0.005,0.031,0.675,15.509,15.509,1.0,1.0,2.053,1.528,70.0,,559.36,874.0,7.5,15.0,1.3,30.0,34.8,0.0015,0.001301,0.01496,0.00077,0.00734,0.00154,248.0,32.3,30.2,,LÓTICO
24000.0,,24000.0,,,,2.0,,51.21,,,,,,,1.0,1.0,,,,,360.96,564.0,7.5,27.0,2.2,15.0,,,,,,,,,31.0,29.0,,LÓTICO
,,2400.0,,,12.0,26.0,27.1,,0.0035,0.005,0.486,1.792,2.278,1.792,,,0.076,0.233,5.0,0.0134,386.30400000000003,,,,,16.0,2.51,0.0015,0.006,0.0012,0.0002013,0.107,0.00154,168.56,30.0,,,LÉNTICO
11.0,,9.0,6.68,5.766,10.0,13.0,26.0,39.0,0.051,0.022,0.036,0.0,0.10899999999999999,0.051,,,0.163,0.013,10.0,0.242,368.19199999999995,,,,,10.0,2.5,0.0015,0.001301,0.0012,,0.00042,0.00154,156.0,34.3,,,LÉNTICO
64.0,,39.0,5.892,5.173,4.83,10.33,21.0,35.0,0.056,0.005,0.543,0.0,0.5990000000000001,0.056,,,0.094,0.031,20.0,0.09,285.44,,,,,10.0,7.1,0.0015,0.001301,0.0012,0.00053,0.008,0.00154,172.0,30.2,,,LÉNTICO
30.0,,3.0,11.77,10.05,8.5,29.0,26.43,47.2,0.638,0.056,0.031,0.56,1.254,1.198,,,0.174,0.103,50.0,0.141,400.64,,,,,10.0,19.2,0.007,0.001301,0.0012,0.00086,0.0059,0.0106,180.42,22.3,,,LÉNTICO
11000.0,,2400.0,7.413,4.192,2.5,3.1,25.58,34.81,0.0035,0.044,0.197,0.61,0.851,0.61,,,0.108,0.054,20.0,0.14,351.36,,,,,10.0,5.35,0.0015,0.001301,0.0012,0.0002013,0.0031,0.0053,174.0,23.6,,,LÉNTICO
24000.0,,4600.0,5.711,4.511,7.5,12.0,38.46,54.62,0.0035,0.005,0.307,1.148,1.4549999999999998,1.148,,,0.073,0.036,30.0,0.155,417.92,,,,,33.33,25.0,0.0015,0.001301,0.0554,0.0002013,0.0204,0.00154,176.0,20.0,,,LÉNTICO
1200.0,,750.0,4.773,4.574,5.5,14.33,20.36,33.21,0.85,0.02,0.031,0.389,1.259,1.2389999999999999,,,0.219,0.094,20.0,0.158,328.96,,,,,15.0,13.8,0.0015,0.001301,0.0012,0.0002013,0.0037,0.00154,132.0,30.3,,,LÉNTICO
11000.0,,750.0,6.436,4.962,2.0,10.0,14.93,94.27,2.136,0.036,0.052,0.287,2.511,2.423,,,0.099,0.027,30.0,0.118,437.12,,,,,40.54,14.6,0.0015,0.001301,0.0012,0.0002013,0.0061,0.0103,180.0,26.8,,,LÉNTICO
24000.0,,750.0,6.688,6.032,2.0,4.17,26.45,62.82,0.229,0.039,0.243,0.66,1.171,0.889,,,0.162,0.036,30.0,0.11,428.8,,,,,14.0,15.1,0.0015,0.001301,0.0012,0.0002013,0.00337,0.00154,174.0,30.8,,,LÉNTICO
11000.0,,2400.0,5.111,5.013,2.0,6.76,20.13,40.8,0.165,0.005,0.723,0.652,1.54,0.8170000000000001,,,0.0014,0.0015,40.0,0.009,423.68,,,,,41.67,10.8,0.0015,0.001301,0.0012,0.0002013,0.00303,0.00154,266.0,24.6,,,LÉNTICO
4600.0,,2400.0,10.074,5.395,2.67,12.67,37.94,47.94,0.118,0.143,1.124,0.042,1.4270000000000003,0.16,,,0.037,0.015,30.0,0.08,193.92000000000002,,,,,21.0,12.8,0.0015,0.001301,0.00891,0.0002013,0.00252,0.00154,148.0,32.3,,,LÉNTICO
4600.0,,2400.0,5.658,4.785,2.0,8.42,10.0,63.72,0.706,0.039,0.66,0.096,1.5010000000000001,0.8019999999999999,,,0.162,0.0015,20.0,0.087,343.04,,,,,13.0,9.16,0.0015,0.001301,0.01184,0.0002013,0.00475,0.00154,220.0,25.8,,,LÉNTICO
230.0,,90.0,6.677,6.375,2.0,6.42,43.38,48.9,0.199,0.005,0.386,0.017,0.602,0.21600000000000003,,,0.095,0.01,30.0,0.112,443.52,,,,,13.0,7.43,0.0015,0.001301,0.03557,0.0002013,0.00391,0.00154,208.0,31.8,,,LÉNTICO
11000.0,,4600.0,14.517,3.255,2.97,3.09,19.29,28.57,0.221,0.005,2.41,0.064,2.6950000000000003,0.28500000000000003,,,0.053,0.024,5.0,0.086,736.0,,,,,11.0,3.36,0.0015,0.001301,0.01425,0.0002013,0.00343,0.00154,334.0,21.5,,,LÉNTICO
4600.0,,930.0,6.71,5.677,2.0,3.33,10.0,10.0,0.246,0.005,2.127,0.036,2.409,0.282,,,0.052,0.018,40.0,0.028,499.2,,,,,19.0,11.8,0.0015,0.001301,0.0012,0.0002013,0.00218,0.00154,260.0,26.6,,,LÉNTICO
2400.0,,930.0,6.384,6.156,2.92,6.63,12.64,20.5,0.444,0.021,0.186,0.151,0.802,0.595,,,0.094,0.033,20.0,,430.08,,,,,14.0,4.25,0.0015,0.001301,0.00966,0.00076,0.00804,0.00154,198.0,28.0,,,LÉNTICO
28.0,150.0,3.0,1.6,0.26,6.667,19.0,11.6,47.6,6.3,0.005,0.404,,,,1.0,1.0,0.012,,5.0,0.009,14465.520000000002,18081.9,7.58,49.6,2.4,23.0,2.5,0.006,0.02,0.0012,0.0002013,0.075,0.134,127.4,28.0,31.0,,LÓTICO
1200.0,2400.0,640.0,4.24,3.325,2.417,3.536,11.2,20.4,0.021,0.005,0.054,0.56,0.635,0.5810000000000001,,1.0,0.115,0.165,5.0,0.204,28247.2,35309.0,7.81,50.3,2.8,10.0,5.59,0.0015,0.001301,0.0012,0.0002013,0.0046,0.00154,1490.0,36.7,33.1,,LÓTICO
2400.0,2400.0,2400.0,4.486,4.34,4.5,7.83,40.0,119.68,0.068,0.055,0.272,1.176,1.571,1.244,1.0,1.0,0.213,0.152,20.0,0.264,434.624,679.1,7.96,29.2,2.14,26.0,20.8,0.0015,0.001301,0.0012,0.0002013,0.003,0.00154,165.0,29.8,31.7,,LÓTICO
