COLI_FEC,COLI_TOT,E_COLI,COT,COT_SOL,DBO_SOL,DBO_TOT,DQO_SOL,DQO_TOT,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,TOX_D_48_UT,TOX_V_15_UT,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,CONDUC_CAMPO,pH_CAMPO,OD_%,OD_mg/L,SST,TURBIEDAD,AS_TOT,CD_TOT,CR_TOT,HG_TOT,NI_TOT,PB_TOT,DUR_TOT,TEMP_AMB,TEMP_AGUA,CLORUROS_TOT,TIPO_CUERPO_AGUA
11000.0,24000.0,110.0,3.85,3.85,2.0,2.0,10.0,10.0,0.07,0.01,0.68,0.13,0.89,0.2,1.0,1.0,0.053,0.025,10.0,0.021,148.2688,231.67,8.3,107.4,10.42,10.0,5.1,0.0015,0.001301,0.0012,0.00123,0.00042,0.00154,208.0,20.7,18.31,,LÓTICO
10.0,12033.0,10.0,3.64,3.64,2.0,2.0,10.0,10.0,0.03,0.01,0.679,0.101,0.8200000000000001,0.131,1.0,1.0,0.073,0.01,10.0,0.065,129.28,202.0,7.9,103.3,8.7,11.0,7.3,,0.001301,0.0012,,0.00042,0.00154,124.0,23.3,24.0,,LÓTICO
460.0,1100.0,20.0,1.574,1.191,2.0,2.0,10.0,10.0,0.071,0.009,0.482,0.155,0.717,0.22599999999999998,1.0,1.0,0.087,0.023,5.0,0.025,135.04,211.0,7.9,114.3,10.5,10.0,2.5,,,,,,,117.0,22.9,23.7,,LÓTICO
11000.0,24000.0,187.0,2.625,1.02,2.0,2.0,10.0,30.0,0.061,0.01,0.611,0.098,0.7799999999999999,0.159,1.0,1.0,0.06,0.018,15.0,0.009,159.55200000000002,249.3,8.2,101.5,8.7,28.0,12.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,131.0,34.1,28.3,,LÓTICO
24000.0,24000.0,2400.0,3.582,2.825,2.0,4.1,21.38,27.22,0.072,0.028,0.807,0.305,1.212,0.377,1.0,1.0,0.119,0.048,15.0,0.134,155.71200000000002,243.3,8.1,72.1,6.4,56.0,21.0,,,,,,,125.0,33.3,28.0,,LÓTICO
4600.0,24000.0,201.0,3.484,1.633,2.0,2.0,10.0,10.0,0.09,0.019,0.642,0.22,0.971,0.31,1.0,1.0,0.086,0.047,12.5,0.09,138.496,216.4,8.6,97.6,8.1,38.0,30.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,162.0,30.0,29.0,,LÓTICO
771.0,1376.0,52.0,3.714,1.124,2.0,2.0,10.0,10.0,0.04406,0.020802,0.895208,0.622918,1.5829879999999998,0.666978,1.0,1.0,0.0014,0.0015,5.0,0.009,142.08,222.0,8.7,105.1,9.38,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,100.0,20.0,21.0,,LÓTICO
1904.0,3873.0,253.0,15.8,4.39,2.0,2.0,27.3,29.0,0.084682,0.0125,0.8479,0.073557,1.018639,0.158239,1.0,1.0,0.0014,0.0015,13.0,0.009,156.8,245.0,7.9,70.3,6.25,24.0,5.9,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,114.0,22.0,21.0,,LÓTICO
3076.0,3654.0,1.0,2.907,2.907,2.05,2.96,17.8,39.0,0.141581,0.029015,0.837743,0.392264,1.400603,0.533845,1.0,1.0,0.1523,0.0525,20.0,0.1986,153.6,240.0,9.0,78.9,5.63,85.0,24.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,148.0,32.0,30.0,,LÓTICO
24000.0,24000.0,4106.0,2.031,1.627,2.25,2.42,10.0,10.0,0.131137,0.021168,0.753744,0.401963,1.308012,0.5331,1.0,1.0,0.3281,0.0874,30.0,0.1512,202.88,317.0,7.8,85.1,6.79,183.0,90.0,0.0015,0.001301,0.0012,0.000746,0.001742,0.00154,134.0,32.0,29.0,,LÓTICO
4352.0,12033.0,120.0,0.527,0.103,2.0,2.0,10.0,12.25,0.03418,0.017775,0.701864,0.185304,0.939123,0.219484,1.0,1.0,0.05,0.03,13.0,0.0636,142.72,223.0,8.0,87.7,6.95,97.5,32.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,116.82,30.2,27.1,,LÓTICO
2723.0,5794.0,97.0,1.91,0.709,2.0,2.0,10.0,10.0,0.077155,0.012291,0.806467,0.381941,1.277854,0.45909599999999995,1.0,1.0,0.161,0.103,13.0,0.0718,168.96,264.0,8.5,62.0,4.9,10.0,16.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,108.9,29.6,26.8,,LÓTICO
1153.0,2247.0,1.0,2.711,1.706,2.0,2.0,10.0,10.0,0.1132,0.0118,0.3304,0.4297,0.8851,0.5429,1.0,1.0,0.0833,0.0217,8.0,0.034,139.52,218.0,8.8,99.8,6.91,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,122.0,33.0,27.8,,LÓTICO
7270.0,9208.0,41.0,6.664,5.303,3.58,4.63,10.0,10.0,0.085,0.0184,0.4878,0.5393,1.1305,0.6243,1.0,1.0,0.135,0.099,50.0,0.1721,136.32,213.0,8.1,42.4,3.13,109.41,46.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,102.0,28.0,31.1,,LÓTICO
2909.0,11199.0,256.0,2.487,1.217,2.0,2.0,10.0,10.0,0.075,0.0065,0.5044,0.2522,0.8381,0.3272,1.0,1.0,0.099,0.007,5.0,0.0887,147.84,231.0,7.5,63.9,4.84,24.0,16.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,120.0,30.8,29.4,,LÓTICO
5172.0,15531.0,490.0,1.575,1.28,2.0,2.0,10.0,10.0,0.030718,0.010416,0.595788,0.343595,0.980517,0.374313,1.0,1.0,0.0014,0.0015,5.0,0.1202,151.68,237.0,7.3,76.5,6.01,63.0,45.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,140.0,33.6,27.4,,LÓTICO
24196.0,24196.0,24196.0,2.717,1.275,2.0,2.0,10.0,10.0,0.079,0.005,0.92,0.2,1.199,0.279,1.0,1.0,0.087,0.016,8.0,0.1005,147.84,231.0,7.5,70.4,5.33,91.0,40.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,153.0,31.1,28.1,,LÓTICO
19863.0,24196.0,12033.0,2.954,1.783,2.0,2.0,10.0,10.0,0.123,0.042,0.958,0.251,1.374,0.374,1.0,1.0,0.127,0.042,13.0,0.2339,161.92000000000002,253.0,7.3,42.1,4.01,242.0,190.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,112.0,32.4,29.1,,LÓTICO
11000.0,24000.0,11000.0,4.282,2.183,2.0,2.0,10.0,10.0,0.087,0.005,0.906,0.133,1.126,0.22,1.0,1.0,0.0423,0.0129,5.0,0.009,161.28,252.0,8.3,77.0,5.9,10.0,12.0,0.0015,0.001301,0.0012,0.0002013,0.00209,0.00154,130.0,29.7,28.9,,LÓTICO
30.0,150.0,30.0,3.647,1.305,2.0,2.0,11.23,17.03,0.228,0.005,0.972,0.459,1.659,0.687,1.0,1.0,0.035,0.034,20.0,0.383,172.8,270.0,7.3,97.9,7.73,10.0,3.06,0.0015,0.001301,0.00518,0.0002013,0.00451,0.00154,102.0,34.0,29.7,,LÓTICO
24000.0,24000.0,24000.0,2.267,1.935,2.0,2.0,25.04,35.75,0.077,0.005,0.589,0.345,1.011,0.422,1.0,1.0,0.087,0.024,150.0,0.459,120.96000000000001,189.0,7.5,98.4,7.86,233.96,232.0,0.0015,0.001301,0.01068,0.0002013,0.00825,0.00154,198.0,27.8,25.5,,LÓTICO
24000.0,24000.0,24000.0,1.136,0.961,2.0,2.0,11.46,24.68,0.32,0.005,0.552,0.07,0.9420000000000002,0.39,1.0,1.0,0.095,0.067,20.0,0.129,146.56,229.0,7.1,91.7,7.13,24.0,21.4,0.0015,0.001301,0.00649,0.0002013,0.00245,0.00154,98.0,28.9,27.3,,LÓTICO
24000.0,24000.0,90.0,3.87,1.965,2.0,2.0,10.0,10.0,0.085,0.005,0.824,0.116,1.025,0.201,1.0,1.0,0.0014,0.0015,5.0,0.009,168.32,263.0,8.3,79.67,6.57,43.0,110.0,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,129.0,29.8,26.8,,LÓTICO
24000.0,24000.0,24000.0,1.565,1.42,2.0,2.0,10.0,25.44,0.171,0.005,1.087,0.154,1.412,0.325,1.0,1.0,0.035,0.034,30.0,0.06,189.44,296.0,8.0,77.1,5.7,64.0,23.3,0.0015,0.001301,0.03469,0.0002013,0.00518,0.00154,124.0,30.8,24.1,,LÓTICO
24000.0,24000.0,4600.0,5.626,3.617,2.0,2.0,10.0,10.0,0.204,0.005,1.035,0.008,1.2469999999999999,0.212,1.0,1.0,0.031,0.0015,5.0,0.059,143.36,224.0,8.5,86.0,7.7,10.0,4.9,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,103.0,23.6,22.7,,LÓTICO
930.0,930.0,930.0,1.709,1.134,2.0,2.0,10.0,10.0,0.181,0.005,0.513,0.045,0.739,0.22599999999999998,1.0,1.0,0.0014,0.0015,5.0,0.009,136.96,214.0,8.7,79.0,6.4,10.0,4.0,0.0015,0.001301,0.01283,0.0002013,0.00182,0.00154,105.0,30.1,28.3,,LÓTICO
150.0,930.0,70.0,0.916,0.827,2.0,2.0,26.14,35.1,0.083,0.005,0.519,0.016,0.618,0.099,1.0,1.0,0.093,0.019,5.0,0.055,145.92000000000002,228.0,7.2,98.7,7.79,10.0,3.74,0.0015,0.001301,0.0127,0.0002013,0.00198,0.00154,108.0,28.6,26.5,,LÓTICO
150.0,210.0,90.0,13.189,12.122,2.0,2.0,33.72,43.38,0.101,0.005,1.013,0.003,1.1169999999999998,0.10400000000000001,1.0,1.0,0.099,0.028,5.0,0.194,161.28,252.0,7.1,91.2,7.51,17.0,8.18,0.0015,0.001301,0.0259,0.0002013,0.01018,0.00154,72.0,30.4,28.2,,LÓTICO
24000.0,24000.0,11000.0,1.054,0.861,2.0,2.0,15.36,22.14,0.345,0.005,0.506,0.006,0.857,0.351,1.0,1.0,0.121,0.012,10.0,0.026,136.32,213.0,7.4,95.7,8.03,32.0,18.5,0.0015,0.001301,0.01627,0.0002013,0.00321,0.00154,116.28,24.5,22.6,,LÓTICO
930.0,2400.0,430.0,2.393,2.096,2.0,2.0,23.57,28.57,0.358,0.005,0.031,0.362,0.72,0.72,1.0,1.0,0.663,0.358,5.0,0.027,138.24,216.0,7.4,96.6,8.41,41.0,8.43,0.0015,0.001301,0.02165,0.0002013,0.001,0.00154,118.0,24.1,22.0,,LÓTICO
930.0,4600.0,430.0,3.353,1.953,2.0,2.0,13.93,22.86,0.0035,0.005,1.032,0.693,1.725,0.693,1.0,1.0,0.056,0.036,10.0,0.015,176.64000000000001,276.0,7.3,98.3,8.24,10.0,5.82,0.0015,0.001301,0.01851,0.0002013,0.0011,0.00154,170.0,28.4,22.6,,LÓTICO
11000.0,,1500.0,1.259,,,2.0,,10.0,0.0035,0.005,0.47,0.128,0.598,0.128,1.0,1.0,0.03,0.011,5.0,,170.24,266.0,7.9,88.5,6.61,19.0,17.23,0.0015,0.001301,0.01032,0.0002013,0.00317,0.00154,116.0,29.9,24.8,,LÓTICO
930.0,,750.0,,,,2.0,,13.71,,,,,,,1.0,1.0,,,,,172.8,270.0,7.6,90.9,7.61,24.0,,,,,,,,,30.0,26.0,,LÓTICO
2400.0,,93.0,5.34,4.6,2.0,6.0,,14.1,0.14,0.005,0.327,0.86,1.327,1.0,1.0,1.0,0.1,0.309,5.0,0.009,177.34400000000002,277.1,7.45,74.8,6.37,10.0,125.7,0.0015,0.009,0.0012,,0.181,0.266,113.68,27.0,22.0,,LÓTICO
2400.0,2400.0,9.0,,,2.0,2.0,11.65,18.65,0.0035,0.049,0.213,0.9,1.162,0.9,,1.0,0.087,0.268,5.0,,200.896,313.9,7.86,91.2,7.31,15.0,48.4,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,162.68,28.0,25.65,,LÓTICO
4.0,15.0,4.0,4.474,1.76,2.0,4.285,10.0,26.15,0.0035,0.007,0.295,0.392,0.694,0.392,1.0,1.0,0.958,2.933,10.0,0.009,128.64000000000001,201.0,7.67,65.2,5.12,10.0,3.47,0.005,0.001301,0.0012,0.0002013,0.00042,0.00154,352.08,16.0,20.1,,LÓTICO
3.0,7.0,3.0,4.182,3.24,2.0,6.167,10.0,11.368,0.047,0.005,0.264,0.0,0.311,0.047,1.0,1.0,0.157,0.141,10.0,0.009,212.8,332.5,7.61,72.1,6.15,12.0,2.96,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,250.0,25.4,23.15,,LÓTICO
3.0,11.0,3.0,5.227,4.922,2.0,2.0,12.0,28.0,0.026,0.005,0.235,0.746,1.0070000000000001,0.772,1.0,1.0,0.277,0.193,10.0,0.24,204.16,319.0,7.73,73.5,6.21,45.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,168.0,25.9,23.2,,LÓTICO
3.0,3.0,3.0,7.693,4.78,2.0,2.0,15.571,24.143,0.02,0.005,0.046,11.106,11.172,11.126,1.0,1.0,0.32,0.325,30.0,0.576,161.984,253.1,7.85,46.0,4.63,10.0,3.3,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,106.0,29.1,27.5,,LÓTICO
240.0,460.0,210.0,9.812,7.886,6.0,8.25,71.4,102.0,0.21,0.035,0.577,0.896,1.718,1.106,1.0,1.0,0.122,0.175,50.0,0.211,186.24,291.0,7.02,36.0,2.9,10.0,16.9,0.0015,0.001301,0.0012,0.0002013,0.00042,0.011,165.0,28.4,27.5,,LÓTICO
93.0,120.0,75.0,9.67,8.289,4.67,6.25,79.68,139.44,0.0035,0.113,1.863,0.392,2.368,0.392,1.0,1.0,1.007,0.962,300.0,0.256,131.2,205.0,7.19,47.0,3.9,765.0,854.0,0.0015,0.001301,0.011,0.0002013,0.01,0.013,125.0,25.5,24.8,,LÓTICO
3.0,30.0,3.0,2.25,1.2,2.0,2.667,56.824,119.716,0.082,0.005,1.734,0.0,1.816,0.082,1.0,1.0,0.342,0.254,80.0,0.111,184.32,288.0,7.29,39.0,3.4,10.0,90.7,0.0015,0.001301,0.005,0.0002013,0.005,0.019,132.0,22.5,23.1,,LÓTICO
2100.0,2100.0,1500.0,3.447,3.342,11.0,17.5,93.89,114.44,0.381,0.005,0.124,0.448,0.9530000000000001,0.829,1.0,1.0,0.106,0.128,20.0,0.144,263.68,412.0,7.3,34.0,2.7,17.0,6.91,0.0015,0.001301,0.0053,0.0002013,0.0094,0.0054,114.84,26.2,27.1,,LÓTICO
24000.0,24000.0,4600.0,3.408,3.052,6.2,14.0,53.33,80.0,0.4,0.005,0.258,0.616,1.274,1.016,1.0,1.0,0.191,0.171,10.0,0.197,197.76,309.0,7.6,34.0,3.6,10.0,3.41,0.0015,0.001301,0.0085,0.0002013,0.0142,0.0165,120.8,28.4,27.5,,LÓTICO
24000.0,24000.0,1500.0,4.082,3.828,2.0,2.0,39.42,64.81,,,,,,,1.0,1.0,0.295,0.161,10.0,0.14,205.44,321.0,7.4,40.0,3.8,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.0054,126.7,31.9,30.6,,LÓTICO
11000.0,24000.0,1500.0,13.957,7.156,5.2,8.0,19.42,31.35,,,,,,,1.0,1.0,0.721,0.382,50.0,0.362,190.72,298.0,7.3,42.0,4.0,46.0,30.1,0.0015,0.001301,0.0012,0.0002013,0.005,0.00154,104.9,26.3,26.8,,LÓTICO
750.0,1200.0,430.0,4.696,4.589,2.0,2.0,14.81,25.58,0.342,0.005,0.162,0.311,0.815,0.653,1.0,1.0,0.211,0.161,30.0,0.146,251.52,393.0,7.6,46.0,4.3,10.0,2.61,0.0015,0.001301,0.0012,0.0002013,0.0068,0.0068,120.8,28.9,29.6,,LÓTICO
11000.0,24000.0,2400.0,17.254,3.758,2.0,2.7,17.46,22.85,0.264,0.005,0.221,7.374,7.859,7.638,1.0,1.0,0.211,0.115,50.0,0.329,188.16,294.0,7.8,49.0,4.5,107.1,33.1,0.0015,0.001301,0.0012,0.0002013,0.0055,0.00154,81.2,28.9,26.8,,LÓTICO
200.0,280.0,150.0,2.318,2.059,2.0,2.0,40.54,48.62,0.661,0.005,0.474,1.681,2.816,2.342,1.0,1.0,0.074,0.055,10.0,0.153,192.64000000000001,301.0,7.5,52.0,4.7,12.0,8.8,0.0015,0.001301,0.0012,0.0002013,0.0076,0.00154,80.0,19.2,19.4,,LÓTICO
24000.0,24000.0,11000.0,4.199,3.675,2.0,2.0,10.0,20.0,0.171,0.005,0.505,1.022,1.698,1.193,1.0,1.0,0.125,0.119,50.0,0.253,203.52,318.0,7.7,50.6,4.9,16.0,15.5,0.0015,0.001301,0.0461,0.0002013,0.0173,0.00154,98.0,19.8,20.6,,LÓTICO
11000.0,24000.0,4600.0,5.488,5.354,2.0,3.0,22.64,42.64,0.148,0.005,0.055,0.424,0.627,0.572,1.0,1.0,0.121,0.099,30.0,0.198,198.4,310.0,7.7,49.0,4.67,12.0,12.4,0.0015,0.001301,0.0012,0.0002013,0.0355,0.00154,114.0,30.9,32.0,,LÓTICO
11000.0,24000.0,4600.0,2.523,2.061,2.0,2.0,15.44,41.84,0.066,0.005,0.14,0.02,0.20600000000000002,0.066,1.0,1.0,0.098,0.086,20.0,0.152,215.04,336.0,7.6,50.1,4.79,10.0,2.67,0.0015,0.001301,0.0012,0.001,0.007,0.00154,106.0,29.1,28.1,,LÓTICO
11000.0,24000.0,4600.0,4.331,3.661,2.0,2.21,38.57,82.14,0.171,0.005,0.07,0.811,1.052,0.9820000000000001,1.0,1.0,0.188,0.144,20.0,0.131,272.0,425.0,8.0,68.9,6.56,18.0,10.3,0.0015,0.001301,0.0057,0.0002013,0.0087,0.00154,128.0,31.2,32.4,,LÓTICO
24000.0,24000.0,11000.0,4.614,4.301,2.0,2.0,11.07,18.57,0.0035,0.005,0.031,0.661,0.661,0.661,1.0,1.0,0.217,0.209,20.0,0.151,245.12,383.0,7.4,54.7,4.92,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.0064,0.0053,104.0,28.6,30.2,,LÓTICO
24000.0,24000.0,11000.0,3.981,3.179,2.0,2.0,10.0,19.93,0.167,0.005,0.044,0.712,0.923,0.879,1.0,1.0,0.147,0.132,30.0,0.132,225.92000000000002,353.0,7.5,47.3,4.45,10.0,3.94,0.0015,0.001301,0.0012,0.0002013,0.007,0.00154,96.0,19.6,18.8,,LÓTICO
2100.0,24000.0,150.0,4.49,4.325,2.0,2.0,10.0,17.93,0.377,0.005,0.175,0.533,1.085,0.91,1.0,1.0,0.263,0.202,40.0,0.166,242.56,379.0,7.5,44.5,3.67,10.0,3.73,0.0015,0.001301,0.0012,0.0002013,0.0038,0.0063,108.0,24.6,25.0,,LÓTICO
24000.0,24000.0,24000.0,7.376,7.009,2.0,2.0,11.19,25.81,0.635,0.005,0.093,0.02,0.728,0.635,1.0,1.0,0.395,0.279,30.0,0.215,290.56,454.0,7.4,27.1,2.26,10.0,3.54,0.0015,0.001301,0.0057,0.0002013,0.0063,0.0079,112.0,24.6,26.0,,LÓTICO
24000.0,42544.0,4600.0,5.665,5.358,2.0,2.0,13.89,32.73,0.262,0.005,0.203,0.307,0.772,0.569,1.0,1.0,0.439,0.349,30.0,0.221,248.32,388.0,7.5,50.9,4.7,10.0,11.1,0.0015,0.001301,0.0012,0.0002013,0.006,0.00154,110.0,27.8,28.5,,LÓTICO
2400.0,11000.0,110.0,6.323,5.783,2.0,2.0,10.0,16.0,0.08,0.024,2.218,0.469,2.791,0.5489999999999999,1.0,1.0,0.155,0.099,60.0,0.247,212.48000000000002,332.0,7.0,69.8,4.87,10.0,16.1,0.0015,0.001301,0.0077,0.0002013,0.01109,0.00154,96.0,31.8,28.9,,LÓTICO
2400.0,11000.0,930.0,4.626,4.104,2.0,2.0,18.65,26.73,0.074,0.005,0.642,0.366,1.0819999999999999,0.44,1.0,1.0,0.315,0.247,30.0,0.198,262.4,410.0,7.1,55.6,4.47,10.0,4.46,0.0015,0.001301,0.00623,0.0002013,0.00312,0.00154,130.0,23.7,24.7,,LÓTICO
24000.0,24000.0,24000.0,3.718,3.307,2.0,2.0,52.96,57.96,0.046,0.005,1.466,0.389,1.901,0.435,1.0,1.0,0.198,0.145,20.0,0.11,214.4,335.0,7.8,59.9,4.84,10.0,5.26,0.0015,0.001301,0.0012,0.0002013,0.00392,0.00154,100.0,25.8,24.6,,LÓTICO
24000.0,24000.0,24000.0,7.404,5.524,2.0,2.0,17.8,21.13,2.657,0.005,2.693,7.02,12.37,9.677,1.0,1.0,3.704,1.1,40.0,0.208,240.0,375.0,7.4,42.3,3.97,10.0,5.2,0.0015,0.001301,0.0012,0.0002013,0.00429,0.00154,126.0,23.6,24.8,,LÓTICO
11000.0,24000.0,2400.0,6.239,5.507,2.0,3.95,20.58,34.45,0.593,0.005,0.85,0.27,1.713,0.863,1.0,1.0,0.446,0.0015,30.0,0.114,248.32,388.0,7.8,42.6,4.17,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00308,0.00154,32.0,32.7,30.1,,LÓTICO
24000.0,24000.0,11000.0,8.686,8.164,2.0,2.0,52.19,67.36,0.216,0.005,5.044,0.116,5.3759999999999994,0.332,1.0,1.0,0.21,0.169,80.0,0.083,250.88,392.0,7.8,43.8,4.16,18.0,14.1,0.0015,0.001301,0.0012,0.0002013,0.00334,0.00154,146.0,29.8,26.9,,LÓTICO
11000.0,24000.0,4600.0,8.964,8.103,2.0,2.0,15.39,46.46,0.25,0.005,0.196,0.421,0.867,0.671,1.0,1.0,0.42,0.37,50.0,0.326,278.40000000000003,435.0,7.7,58.9,4.44,10.0,5.3,0.0015,0.001301,0.0012,0.0002013,0.00285,0.00154,96.0,33.6,28.5,,LÓTICO
24000.0,24000.0,24000.0,7.097,1.293,2.0,2.0,22.89,32.18,0.707,0.005,0.428,0.001,1.136,0.708,1.0,1.0,0.569,0.369,30.0,0.035,259.84000000000003,406.0,7.5,50.4,4.06,10.0,3.15,0.0015,0.001301,0.09822,0.0002013,0.00416,0.00154,108.0,32.6,29.7,,LÓTICO
24000.0,24000.0,24000.0,23.192,16.348,2.0,2.0,31.5,59.0,0.051,0.005,2.792,0.029,2.872,0.08,1.0,1.0,0.182,0.151,20.0,0.153,240.0,375.0,7.9,40.2,3.55,11.0,8.66,0.0015,0.001301,0.02486,0.0002013,0.00627,0.00154,94.0,20.6,19.2,,LÓTICO
24000.0,24000.0,24000.0,3.989,3.285,2.0,2.0,16.48,27.86,0.279,0.005,1.605,0.469,2.3529999999999998,0.748,1.0,1.0,0.442,0.176,10.0,0.02,227.20000000000002,355.0,7.5,29.7,2.16,10.0,8.44,0.0015,0.001301,0.00985,0.0002013,0.00577,0.00154,122.0,28.7,24.2,,LÓTICO
4600.0,24000.0,1500.0,5.496,4.902,2.0,2.0,15.49,28.55,0.222,0.005,2.104,0.207,2.533,0.429,1.0,1.0,0.275,0.141,40.0,0.269,300.8,470.0,7.9,34.6,2.1,36.0,29.6,0.0015,0.001301,0.0012,0.00076,0.00542,0.00154,118.0,24.9,22.7,,LÓTICO
4600.0,24000.0,200.0,25.052,19.413,2.0,2.0,31.66,37.17,0.396,0.005,0.86,0.13,1.3860000000000001,0.526,1.0,1.0,0.318,0.229,20.0,0.311,268.8,420.0,7.7,42.5,3.1,10.0,3.98,0.0015,0.001301,0.018,0.0002013,0.00494,0.00154,86.0,28.6,22.7,,LÓTICO
2400.0,4600.0,230.0,5.6,5.354,2.0,2.0,10.0,10.71,0.447,0.005,0.301,0.216,0.964,0.663,1.0,1.0,0.283,0.223,30.0,0.222,330.24,516.0,7.9,33.6,2.1,10.0,6.36,0.0015,0.001301,0.03172,0.0002013,0.0094,0.00154,142.14,29.3,22.7,,LÓTICO
2400.0,4600.0,430.0,10.722,9.923,2.0,3.71,49.28,56.43,0.084,0.075,0.705,0.111,0.975,0.195,1.0,1.0,0.058,0.044,60.0,0.385,160.0,250.0,8.0,33.8,2.96,27.0,19.2,0.0015,0.001301,0.01495,0.0002013,0.00408,0.00154,196.0,23.0,19.0,,LÓTICO
930.0,2400.0,430.0,19.103,17.849,9.4,16.0,46.78,107.86,0.179,0.005,0.031,0.431,0.61,0.61,1.0,1.0,0.298,0.219,70.0,0.358,302.08,472.0,7.9,12.3,1.16,14.0,6.93,0.0015,0.001301,0.0012,0.0002013,0.00393,0.00154,238.0,22.0,21.0,,LÓTICO
930.0,,750.0,6.22,,,7.91,,29.21,0.0035,0.005,0.031,0.116,0.116,0.116,1.0,1.0,0.097,0.094,40.0,,254.72,398.0,7.5,70.0,5.35,11.0,5.08,0.0015,0.001301,0.01843,0.0002013,0.00808,0.00154,200.0,31.0,29.3,,LÓTICO
2400.0,,430.0,,,,5.0,,58.29,,,,,,,1.0,1.0,,,,,214.4,335.0,7.4,46.4,3.91,274.6,,,,,,,,,30.0,27.0,,LÓTICO
1100.0,2400.0,64.0,2.29,1.76,2.0,2.0,,15.6,0.21,0.005,0.411,0.97,1.591,1.18,1.0,1.0,0.013,0.039,5.0,0.009,520.96,814.0,7.19,63.9,5.18,10.0,3.12,0.0015,0.018,0.0012,0.0002013,0.00042,0.224,256.76,25.0,25.0,,LÓTICO
3.0,3.0,3.0,,,2.0,2.0,,15.15,0.0035,0.03,0.409,1.0,1.439,1.0,,1.0,0.075,0.229,5.0,,452.416,706.9,6.77,63.4,4.52,10.0,18.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,99.96,28.0,26.35,,LÓTICO
3.0,4.0,3.0,7.774,2.091,6.6,14.0,15.65,29.65,0.0035,0.05,0.357,0.392,0.7989999999999999,0.392,1.0,1.0,0.064,0.196,5.0,0.009,193.92000000000002,303.0,7.06,54.7,4.05,10.0,2.6,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,265.32,,21.3,,LÓTICO
3.0,3.0,3.0,2.022,1.055,2.0,4.125,10.0,10.976,0.074,0.024,0.412,0.0,0.51,0.074,1.0,1.0,0.075,0.064,5.0,0.009,417.72800000000007,652.7,7.24,30.0,2.51,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,308.0,24.9,24.19,,LÓTICO
3.0,3.0,3.0,1.045,0.969,2.0,4.186,10.0,16.0,0.281,0.005,0.615,,,,1.0,1.0,0.033,0.0015,5.0,0.131,436.16,681.5,6.5,44.9,3.21,12.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,550.0,28.9,25.79,,LÓTICO
21.0,21.0,15.0,,1.812,2.0,2.428,15.571,,0.036,0.005,0.787,0.336,1.159,0.372,1.0,1.0,0.087,0.11,5.0,0.463,308.992,482.8,7.32,35.0,3.3,10.0,2.5,0.0015,0.001301,0.0012,0.0002013,0.00042,0.00154,326.0,29.5,26.5,,LÓTICO
210.0,240.0,150.0,26.129,1.407,2.0,3.07,31.0,49.0,0.111,0.024,0.937,0.0,1.072,0.111,1.0,1.0,0.083,0.137,5.0,0.024,406.40000000000003,635.0,6.89,35.1,3.7,10.0,2.5,0.0015,0.001301,0.0012,,0.00042,0.0103,386.0,30.9,27.1,,LÓTICO
210.0,240.0,150.0,8.512,8.479,4.14,5.6,69.72,119.52,0.023,0.092,0.913,0.0,1.028,0.023,1.0,1.0,0.186,0.147,150.0,0.346,161.28,252.0,7.26,45.0,4.1,10.0,54.8,0.0015,0.001301,0.0012,0.0002013,0.006,0.00154,175.0,27.2,27.5,,LÓTICO
